band,source,original,parsed,survived
above,rand_above,2513128855587834213,2513128855587834213,1
above,rand_above,809575477075467053,809575477075467053,1
above,rand_above,8098353992012068251,8098353992012068251,1
above,rand_above,3436260763110874974,3436260763110874974,1
above,rand_above,7659401969025425933,7659401969025425933,1
above,rand_above,2800264349739045896,2800264349739045896,1
above,rand_above,4852203728370200943,4852203728370200943,1
above,rand_above,1623214888604449635,1623214888604449635,1
above,rand_above,3460537743090331723,3460537743090331723,1
above,rand_above,353915491929167553,353915491929167553,1
above,rand_above,1873036014220297572,1873036014220297572,1
above,rand_above,863129469384232642,863129469384232642,1
above,rand_above,4675984515432918486,4675984515432918486,1
above,rand_above,7378714592993746956,7378714592993746956,1
above,rand_above,8355751240265617562,8355751240265617562,1
above,rand_above,1430123854294126374,1430123854294126374,1
above,rand_above,3146022717177837179,3146022717177837179,1
above,rand_above,4468248803496129944,4468248803496129944,1
above,rand_above,8069119228675965424,8069119228675965424,1
above,rand_above,2871561045536439144,2871561045536439144,1
above,rand_above,3028166944483792950,3028166944483792950,1
above,rand_above,7106220350457707498,7106220350457707498,1
above,rand_above,915217896268773351,915217896268773351,1
above,rand_above,9068880877042772836,9068880877042772836,1
above,rand_above,4769619511892661423,4769619511892661423,1
above,rand_above,9165236255795795998,9165236255795795998,1
above,rand_above,1901524228876386418,1901524228876386418,1
above,rand_above,346144865039250967,346144865039250967,1
above,rand_above,3583877480061676298,3583877480061676298,1
above,rand_above,7985473417655848892,7985473417655848892,1
above,rand_above,1077405622325503188,1077405622325503188,1
above,rand_above,2877303590673537087,2877303590673537087,1
above,rand_above,415111895992609036,415111895992609036,1
above,rand_above,7831570583113607488,7831570583113607488,1
above,rand_above,8050635561446357766,8050635561446357766,1
above,rand_above,3083062619344116504,3083062619344116504,1
above,rand_above,8210299389579963867,8210299389579963867,1
above,rand_above,959962977976439036,959962977976439036,1
above,rand_above,7075772096261166251,7075772096261166251,1
above,rand_above,6885535831968395680,6885535831968395680,1
above,rand_above,216350977354022397,216350977354022397,1
above,rand_above,7004877893144344077,7004877893144344077,1
above,rand_above,5901366232336603352,5901366232336603352,1
above,rand_above,1944492047039922020,1944492047039922020,1
above,rand_above,1858805303842518858,1858805303842518858,1
above,rand_above,2652124731100802013,2652124731100802013,1
above,rand_above,4918385012838138121,4918385012838138121,1
above,rand_above,7136710122183838965,7136710122183838965,1
above,rand_above,6199033944976716827,6199033944976716827,1
above,rand_above,2523798413714021777,2523798413714021777,1
above,rand_above,1461651584210035220,1461651584210035220,1
above,rand_above,1064718043051790653,1064718043051790653,1
above,rand_above,8847746648322333985,8847746648322333985,1
above,rand_above,5170643819602465320,5170643819602465320,1
above,rand_above,953252643341957829,953252643341957829,1
above,rand_above,5012951409186980162,5012951409186980162,1
above,rand_above,5076011060242051842,5076011060242051842,1
above,rand_above,2509021622544382502,2509021622544382502,1
above,rand_above,8709209425010561389,8709209425010561389,1
above,rand_above,7424624506361120272,7424624506361120272,1
above,rand_above,5303987782291831643,5303987782291831643,1
above,rand_above,1588740040571018024,1588740040571018024,1
above,rand_above,2880958277418285329,2880958277418285329,1
above,rand_above,8238497285026008024,8238497285026008024,1
above,rand_above,4994950918349232030,4994950918349232030,1
above,rand_above,476873656754168899,476873656754168899,1
above,rand_above,276417524429260721,276417524429260721,1
above,rand_above,8340409097342034020,8340409097342034020,1
above,rand_above,474381790739254613,474381790739254613,1
above,rand_above,3547089404321203907,3547089404321203907,1
above,rand_above,803320143425164334,803320143425164334,1
above,rand_above,3623801301175688185,3623801301175688185,1
above,rand_above,6508510784481514587,6508510784481514587,1
above,rand_above,8229576371590621376,8229576371590621376,1
above,rand_above,5814849541907603249,5814849541907603249,1
above,rand_above,6374285878118811264,6374285878118811264,1
above,rand_above,4121120929965776397,4121120929965776397,1
above,rand_above,3289062546057123715,3289062546057123715,1
above,rand_above,3074229732305017940,3074229732305017940,1
above,rand_above,1836591932688818338,1836591932688818338,1
above,rand_above,7004036032890963771,7004036032890963771,1
above,rand_above,7473480553778259786,7473480553778259786,1
above,rand_above,733462545365628926,733462545365628926,1
above,rand_above,8520187265052522334,8520187265052522334,1
above,rand_above,7059613682979331703,7059613682979331703,1
above,rand_above,5245939165471166389,5245939165471166389,1
above,rand_above,866007609511859691,866007609511859691,1
above,rand_above,7409384347953201416,7409384347953201416,1
above,rand_above,6452449447131528617,6452449447131528617,1
above,rand_above,906100018268663298,906100018268663298,1
above,rand_above,2871865193353259533,2871865193353259533,1
above,rand_above,5952719744849801934,5952719744849801934,1
above,rand_above,7078661841266718101,7078661841266718101,1
above,rand_above,4349026861647674019,4349026861647674019,1
above,rand_above,8747675079486230490,8747675079486230490,1
above,rand_above,1334605751834548221,1334605751834548221,1
above,rand_above,8270389462667677218,8270389462667677218,1
above,rand_above,2389123832187185849,2389123832187185849,1
above,rand_above,3361235731823545462,3361235731823545462,1
above,rand_above,1700140802688100156,1700140802688100156,1
above,rand_above,8469278226241941901,8469278226241941901,1
above,rand_above,3055744834528167668,3055744834528167668,1
above,rand_above,7948408288300590758,7948408288300590758,1
above,rand_above,3004399579474245793,3004399579474245793,1
above,rand_above,4505463164087458797,4505463164087458797,1
above,rand_above,611894739431547886,611894739431547886,1
above,rand_above,1050206569195602760,1050206569195602760,1
above,rand_above,4423793437098641038,4423793437098641038,1
above,rand_above,7809824127636991812,7809824127636991812,1
above,rand_above,2612371913874974305,2612371913874974305,1
above,rand_above,3224417086970777768,3224417086970777768,1
above,rand_above,5309478594416515161,5309478594416515161,1
above,rand_above,4694015942128886949,4694015942128886949,1
above,rand_above,3750799892136182763,3750799892136182763,1
above,rand_above,6597013583405196652,6597013583405196652,1
above,rand_above,995735527585501513,995735527585501513,1
above,rand_above,5138584288348615376,5138584288348615376,1
above,rand_above,663165514754978466,663165514754978466,1
above,rand_above,2795555046268125455,2795555046268125455,1
above,rand_above,4260749796352066415,4260749796352066415,1
above,rand_above,5455740049790068886,5455740049790068886,1
above,rand_above,2209475846221550631,2209475846221550631,1
above,rand_above,2256660482380375887,2256660482380375887,1
above,rand_above,1475710469875852040,1475710469875852040,1
above,rand_above,4458128117005875194,4458128117005875194,1
above,rand_above,618302561572735907,618302561572735907,1
above,rand_above,1929665065946516227,1929665065946516227,1
above,rand_above,6410579494135711629,6410579494135711629,1
above,rand_above,3985650179151352496,3985650179151352496,1
above,rand_above,9049804672260951289,9049804672260951289,1
above,rand_above,5240607062227113787,5240607062227113787,1
above,rand_above,3165252817334976347,3165252817334976347,1
above,rand_above,6411255585255595295,6411255585255595295,1
above,rand_above,1605438757416508438,1605438757416508438,1
above,rand_above,6185025055393641711,6185025055393641711,1
above,rand_above,6828464471547110207,6828464471547110207,1
above,rand_above,6575207098627198444,6575207098627198444,1
above,rand_above,7726647087093121256,7726647087093121256,1
above,rand_above,1063449469541141955,1063449469541141955,1
above,rand_above,5506833260737986755,5506833260737986755,1
above,rand_above,3010090392159857367,3010090392159857367,1
above,rand_above,909705506247555665,909705506247555665,1
above,rand_above,4115402142883256914,4115402142883256914,1
above,rand_above,2850135230320852306,2850135230320852306,1
above,rand_above,3751793493533837060,3751793493533837060,1
above,rand_above,5526974254225149520,5526974254225149520,1
above,rand_above,6331708751792746557,6331708751792746557,1
above,rand_above,5509876190185696545,5509876190185696545,1
above,rand_above,7570933864667202157,7570933864667202157,1
above,rand_above,3028815220849004542,3028815220849004542,1
above,rand_above,5957981753280438392,5957981753280438392,1
above,rand_above,576080598993505997,576080598993505997,1
above,rand_above,2016121532474797008,2016121532474797008,1
above,rand_above,1290287953950088467,1290287953950088467,1
above,rand_above,5365645527933489764,5365645527933489764,1
above,rand_above,6972547120200665363,6972547120200665363,1
above,rand_above,7478456986206050746,7478456986206050746,1
above,rand_above,6991816688958968997,6991816688958968997,1
above,rand_above,6104562221026626300,6104562221026626300,1
above,rand_above,4186958781930998851,4186958781930998851,1
above,rand_above,2697650161827471798,2697650161827471798,1
above,rand_above,5686658292103112528,5686658292103112528,1
above,rand_above,4133328154212388925,4133328154212388925,1
above,rand_above,1905901406411765029,1905901406411765029,1
above,rand_above,8101827646389215817,8101827646389215817,1
above,rand_above,2773577662211066952,2773577662211066952,1
above,rand_above,7335561955106464383,7335561955106464383,1
above,rand_above,6276832056891130170,6276832056891130170,1
above,rand_above,8480689377125007183,8480689377125007183,1
above,rand_above,8648322885439343217,8648322885439343217,1
above,rand_above,6629462643797804367,6629462643797804367,1
above,rand_above,8449480223519039979,8449480223519039979,1
above,rand_above,9142813437001316856,9142813437001316856,1
above,rand_above,5383714937251793432,5383714937251793432,1
above,rand_above,5649013911430896232,5649013911430896232,1
above,rand_above,4716836511516336400,4716836511516336400,1
above,rand_above,7827076310940351320,7827076310940351320,1
above,rand_above,7871979613011279224,7871979613011279224,1
above,rand_above,584642988388364207,584642988388364207,1
above,rand_above,8319963587993232444,8319963587993232444,1
above,rand_above,8936304598470343784,8936304598470343784,1
above,rand_above,16785415320748145,16785415320748145,1
above,rand_above,5174374596044850190,5174374596044850190,1
above,rand_above,9035886616146404117,9035886616146404117,1
above,rand_above,1020795577546798287,1020795577546798287,1
above,rand_above,2611928031970376982,2611928031970376982,1
above,rand_above,296635665227787853,296635665227787853,1
above,rand_above,3990879871537038320,3990879871537038320,1
above,rand_above,5452308213301301296,5452308213301301296,1
above,rand_above,5775591302291702977,5775591302291702977,1
above,rand_above,6573960395838507658,6573960395838507658,1
above,rand_above,3753997427770556426,3753997427770556426,1
above,rand_above,4022926895198650145,4022926895198650145,1
above,rand_above,1957131657560254398,1957131657560254398,1
above,rand_above,1608433158906759393,1608433158906759393,1
above,rand_above,1291691101116247121,1291691101116247121,1
above,rand_above,5131867057690747463,5131867057690747463,1
above,rand_above,7787332049298575936,7787332049298575936,1
above,rand_above,3332076425806797563,3332076425806797563,1
above,rand_above,3857325417933818733,3857325417933818733,1
above,rand_above,2669681320291864508,2669681320291864508,1
above,rand_above,8058573195316905848,8058573195316905848,1
above,rand_above,1166993765966639979,1166993765966639979,1
above,rand_above,116023748894654918,116023748894654918,1
above,rand_above,5989342443019825670,5989342443019825670,1
above,rand_above,1337134795188432171,1337134795188432171,1
above,rand_above,8170664758155522068,8170664758155522068,1
above,rand_above,6077309903374415215,6077309903374415215,1
above,rand_above,9001564581646950224,9001564581646950224,1
above,rand_above,1261317429619779420,1261317429619779420,1
above,rand_above,1274640787944800484,1274640787944800484,1
above,rand_above,7442506585251383234,7442506585251383234,1
above,rand_above,7942516102669893858,7942516102669893858,1
above,rand_above,8250850739870386976,8250850739870386976,1
above,rand_above,6422852659429455519,6422852659429455519,1
above,rand_above,8589611776264103019,8589611776264103019,1
above,rand_above,5757459866058420957,5757459866058420957,1
above,rand_above,4200055400068232045,4200055400068232045,1
above,rand_above,3920866936512644122,3920866936512644122,1
above,rand_above,7572831062449137297,7572831062449137297,1
above,rand_above,3557374194615726850,3557374194615726850,1
above,rand_above,2091099675346430499,2091099675346430499,1
above,rand_above,3926836063490801752,3926836063490801752,1
above,rand_above,77536793788239907,77536793788239907,1
above,rand_above,4603694186283386626,4603694186283386626,1
above,rand_above,6750493234831041456,6750493234831041456,1
above,rand_above,6577247114917291330,6577247114917291330,1
above,rand_above,2492404231654427786,2492404231654427786,1
above,rand_above,8555055877318290094,8555055877318290094,1
above,rand_above,5324919405322276171,5324919405322276171,1
above,rand_above,317638478365048687,317638478365048687,1
above,rand_above,358250489150538222,358250489150538222,1
above,rand_above,4466368972093276195,4466368972093276195,1
above,rand_above,3408544787105787574,3408544787105787574,1
above,rand_above,5361042062696797963,5361042062696797963,1
above,rand_above,8879472272365436316,8879472272365436316,1
above,rand_above,747459041298771420,747459041298771420,1
above,rand_above,6743779407646677057,6743779407646677057,1
above,rand_above,4864264488376207280,4864264488376207280,1
above,rand_above,7935118028235855596,7935118028235855596,1
above,rand_above,6931906142831489216,6931906142831489216,1
above,rand_above,2586205240552588078,2586205240552588078,1
above,rand_above,4777025248954814774,4777025248954814774,1
above,rand_above,4836121583515283163,4836121583515283163,1
above,rand_above,5635915433196486716,5635915433196486716,1
above,rand_above,2270866750145063811,2270866750145063811,1
above,rand_above,5825845289028851228,5825845289028851228,1
above,rand_above,6130899925113709590,6130899925113709590,1
above,rand_above,6176834223326723986,6176834223326723986,1
above,rand_above,6318476361149000998,6318476361149000998,1
above,rand_above,4982223668797594325,4982223668797594325,1
above,rand_above,5355135940145719945,5355135940145719945,1
above,rand_above,5663295069839424345,5663295069839424345,1
above,rand_above,8343110333623344466,8343110333623344466,1
above,rand_above,4943818018451006559,4943818018451006559,1
above,rand_above,108466494711369200,108466494711369200,1
above,rand_above,4196738818973878599,4196738818973878599,1
above,rand_above,8365890331035427757,8365890331035427757,1
above,rand_above,5302902663898176831,5302902663898176831,1
above,rand_above,3066684056396318006,3066684056396318006,1
above,rand_above,3264069262939502133,3264069262939502133,1
above,rand_above,9027256180613359585,9027256180613359585,1
above,rand_above,2726378112590306144,2726378112590306144,1
above,rand_above,1553997363109531784,1553997363109531784,1
above,rand_above,6419722604286518253,6419722604286518253,1
above,rand_above,5521231147880733018,5521231147880733018,1
above,rand_above,2813565686496515529,2813565686496515529,1
above,rand_above,7249553049538711904,7249553049538711904,1
above,rand_above,2411171200463998455,2411171200463998455,1
above,rand_above,5813275717579379463,5813275717579379463,1
above,rand_above,5341417589868399740,5341417589868399740,1
above,rand_above,5292708072400668390,5292708072400668390,1
above,rand_above,6062489622929667556,6062489622929667556,1
above,rand_above,2699955586279705789,2699955586279705789,1
above,rand_above,6810137999558560573,6810137999558560573,1
above,rand_above,260787612280896832,260787612280896832,1
above,rand_above,4480130789130682426,4480130789130682426,1
above,rand_above,1178727532491399929,1178727532491399929,1
above,rand_above,717936384499695410,717936384499695410,1
above,rand_above,7237943281025831145,7237943281025831145,1
above,rand_above,2333767156893817163,2333767156893817163,1
above,rand_above,5688739052328456044,5688739052328456044,1
above,rand_above,2547437003879597789,2547437003879597789,1
above,rand_above,2379005448618285948,2379005448618285948,1
above,rand_above,6847484252907556585,6847484252907556585,1
above,rand_above,5578277917928882283,5578277917928882283,1
above,rand_above,8403488524832308771,8403488524832308771,1
above,rand_above,6824776930797961004,6824776930797961004,1
above,rand_above,6088644870383129289,6088644870383129289,1
above,rand_above,3419504215391198390,3419504215391198390,1
above,rand_above,1626780800258057683,1626780800258057683,1
above,rand_above,7226551350184735490,7226551350184735490,1
above,rand_above,2187529702739409788,2187529702739409788,1
above,rand_above,1676677611497168572,1676677611497168572,1
above,rand_above,4873310785010640068,4873310785010640068,1
above,rand_above,314213454526085716,314213454526085716,1
above,rand_above,9085466256269959875,9085466256269959875,1
above,rand_above,8931195870315763083,8931195870315763083,1
above,rand_above,5501931863614378742,5501931863614378742,1
above,rand_above,7588071261617967163,7588071261617967163,1
above,rand_above,7734634736617153744,7734634736617153744,1
above,rand_above,6952004676421580635,6952004676421580635,1
above,rand_above,3817779094898843593,3817779094898843593,1
above,rand_above,3543098978830045902,3543098978830045902,1
above,rand_above,6102587425520492425,6102587425520492425,1
above,rand_above,6705166897021712107,6705166897021712107,1
above,rand_above,1551922968416229370,1551922968416229370,1
above,rand_above,5337878578639582504,5337878578639582504,1
above,rand_above,7773546459911100137,7773546459911100137,1
above,rand_above,510074101421236732,510074101421236732,1
above,rand_above,2447625186697754930,2447625186697754930,1
above,rand_above,7567846629221819653,7567846629221819653,1
above,rand_above,493448226199948934,493448226199948934,1
above,rand_above,4288789523135454233,4288789523135454233,1
above,rand_above,4401471560256594855,4401471560256594855,1
above,rand_above,4401787897064613236,4401787897064613236,1
above,rand_above,8755086082124789954,8755086082124789954,1
above,rand_above,8517192031219424401,8517192031219424401,1
above,rand_above,2164152388298164491,2164152388298164491,1
above,rand_above,6313273847084392441,6313273847084392441,1
above,rand_above,3606772405586015897,3606772405586015897,1
above,rand_above,2431296729635533796,2431296729635533796,1
above,rand_above,4901472294350129691,4901472294350129691,1
above,rand_above,4018723687682966936,4018723687682966936,1
above,rand_above,2672645259431343296,2672645259431343296,1
above,rand_above,7362885125532447899,7362885125532447899,1
above,rand_above,3532373052541495442,3532373052541495442,1
above,rand_above,2920720829554736762,2920720829554736762,1
above,rand_above,4899731749475849461,4899731749475849461,1
above,rand_above,8825358756202216279,8825358756202216279,1
above,rand_above,907034511122899303,907034511122899303,1
above,rand_above,4909323429165870786,4909323429165870786,1
above,rand_above,3272495289624050357,3272495289624050357,1
above,rand_above,7795740201854727079,7795740201854727079,1
above,rand_above,5639742689471202548,5639742689471202548,1
above,rand_above,6023253816206740777,6023253816206740777,1
above,rand_above,2523211651348247184,2523211651348247184,1
above,rand_above,2502325575327181966,2502325575327181966,1
above,rand_above,7409069545981205985,7409069545981205985,1
above,rand_above,2364139124730407653,2364139124730407653,1
above,rand_above,5397087509333346959,5397087509333346959,1
above,rand_above,4261983293171476286,4261983293171476286,1
above,rand_above,6237468440503597442,6237468440503597442,1
above,rand_above,2239190600375364622,2239190600375364622,1
above,rand_above,6206097264767399788,6206097264767399788,1
above,rand_above,7115590377577816711,7115590377577816711,1
above,rand_above,4804720884841883205,4804720884841883205,1
above,rand_above,6259853928437925730,6259853928437925730,1
above,rand_above,9169797292079060108,9169797292079060108,1
above,rand_above,2898411392888407172,2898411392888407172,1
above,rand_above,106571944990627391,106571944990627391,1
above,rand_above,87186030817230388,87186030817230388,1
above,rand_above,635753402167040613,635753402167040613,1
above,rand_above,3802107609718187838,3802107609718187838,1
above,rand_above,4853714976529107259,4853714976529107259,1
above,rand_above,6331624587592837856,6331624587592837856,1
above,rand_above,3251173924388029609,3251173924388029609,1
above,rand_above,6698263844246760209,6698263844246760209,1
above,rand_above,2332338732398946124,2332338732398946124,1
above,rand_above,322987099176151316,322987099176151316,1
above,rand_above,5721938238526012414,5721938238526012414,1
above,rand_above,533650189434058462,533650189434058462,1
above,rand_above,5488968362937672951,5488968362937672951,1
above,rand_above,8254397060868426885,8254397060868426885,1
above,rand_above,2008862186245498468,2008862186245498468,1
above,rand_above,5537357805303053962,5537357805303053962,1
above,rand_above,1132322852785710695,1132322852785710695,1
above,rand_above,8843109967813961956,8843109967813961956,1
above,rand_above,805780837847454192,805780837847454192,1
above,rand_above,5586249174271112354,5586249174271112354,1
above,rand_above,3476611748465842708,3476611748465842708,1
above,rand_above,7054351531571247735,7054351531571247735,1
above,rand_above,5984883802372024826,5984883802372024826,1
above,rand_above,7417220188307317396,7417220188307317396,1
above,rand_above,1713196887262636194,1713196887262636194,1
above,rand_above,1031372692732796155,1031372692732796155,1
above,rand_above,1708533359066897242,1708533359066897242,1
above,rand_above,2725923135774432381,2725923135774432381,1
above,rand_above,6100840044829501087,6100840044829501087,1
above,rand_above,707347221790171299,707347221790171299,1
above,rand_above,4191287681571298962,4191287681571298962,1
above,rand_above,9188544030755374046,9188544030755374046,1
above,rand_above,7105092664416080549,7105092664416080549,1
above,rand_above,6393623502755121316,6393623502755121316,1
above,rand_above,6166338559960984112,6166338559960984112,1
above,rand_above,7112106885000913812,7112106885000913812,1
above,rand_above,2382518377383632109,2382518377383632109,1
above,rand_above,7209982439672158991,7209982439672158991,1
above,rand_above,2566532788365916349,2566532788365916349,1
above,rand_above,584429212760304241,584429212760304241,1
above,rand_above,3593121314505694618,3593121314505694618,1
above,rand_above,9195103628693134405,9195103628693134405,1
above,rand_above,2390837891113681139,2390837891113681139,1
above,rand_above,7505771948788585266,7505771948788585266,1
above,rand_above,1650117060346319724,1650117060346319724,1
above,rand_above,649095200996164406,649095200996164406,1
above,rand_above,9042580458702994053,9042580458702994053,1
above,rand_above,1859853102379160804,1859853102379160804,1
above,rand_above,3630420765691395741,3630420765691395741,1
above,rand_above,5962538707929948864,5962538707929948864,1
above,rand_above,1009101808099358609,1009101808099358609,1
above,rand_above,4995458677135955363,4995458677135955363,1
above,rand_above,3986619403709579479,3986619403709579479,1
above,rand_above,5671846731573636465,5671846731573636465,1
above,rand_above,988987763937365866,988987763937365866,1
above,rand_above,4081879558454821389,4081879558454821389,1
above,rand_above,2397826059122014647,2397826059122014647,1
above,rand_above,330542212552132173,330542212552132173,1
above,rand_above,658446296703228491,658446296703228491,1
above,rand_above,6719426820367950593,6719426820367950593,1
above,rand_above,7177754736335459604,7177754736335459604,1
above,rand_above,182081824714216349,182081824714216349,1
above,rand_above,4599492210692576769,4599492210692576769,1
above,rand_above,6030627013324918856,6030627013324918856,1
above,rand_above,17009731099755322,17009731099755322,1
above,rand_above,357979278950932372,357979278950932372,1
above,rand_above,3610584785885567906,3610584785885567906,1
above,rand_above,1407339322368405103,1407339322368405103,1
above,rand_above,3051159961384440131,3051159961384440131,1
above,rand_above,3618392762582631419,3618392762582631419,1
above,rand_above,43168280673492910,43168280673492910,1
above,rand_above,6535517372779865085,6535517372779865085,1
above,rand_above,7120140583403651842,7120140583403651842,1
above,rand_above,4419065018006186811,4419065018006186811,1
above,rand_above,3734444778362861989,3734444778362861989,1
above,rand_above,6721476860969196279,6721476860969196279,1
above,rand_above,7500927731734641987,7500927731734641987,1
above,rand_above,655562701670368905,655562701670368905,1
above,rand_above,2092076682415824942,2092076682415824942,1
above,rand_above,3554691551828951110,3554691551828951110,1
above,rand_above,6366320659911640652,6366320659911640652,1
above,rand_above,7201668360762223368,7201668360762223368,1
above,rand_above,1126913585619448611,1126913585619448611,1
above,rand_above,4946315792002508080,4946315792002508080,1
above,rand_above,9154915622291696805,9154915622291696805,1
above,rand_above,3084445728830001743,3084445728830001743,1
above,rand_above,2802103225947048315,2802103225947048315,1
above,rand_above,518088171331694862,518088171331694862,1
above,rand_above,9204854781994900651,9204854781994900651,1
above,rand_above,5977215267367123831,5977215267367123831,1
above,rand_above,3378815626435228523,3378815626435228523,1
above,rand_above,7879698645948122316,7879698645948122316,1
above,rand_above,3145532870877984517,3145532870877984517,1
above,rand_above,7767537948179353821,7767537948179353821,1
above,rand_above,7022948877341486256,7022948877341486256,1
above,rand_above,2683403885166059471,2683403885166059471,1
above,rand_above,1882462869876227065,1882462869876227065,1
above,rand_above,5123140800786914174,5123140800786914174,1
above,rand_above,8932739176425692076,8932739176425692076,1
above,rand_above,6103203513437293801,6103203513437293801,1
above,rand_above,2765599545170957635,2765599545170957635,1
above,rand_above,3607088193014683470,3607088193014683470,1
above,rand_above,993768351387775699,993768351387775699,1
above,rand_above,6362458632519425678,6362458632519425678,1
above,rand_above,4496210425443551591,4496210425443551591,1
above,rand_above,8173666658388904992,8173666658388904992,1
above,rand_above,4048694239037397958,4048694239037397958,1
above,rand_above,1756508770998826159,1756508770998826159,1
above,rand_above,338265848102997282,338265848102997282,1
above,rand_above,242954382229800517,242954382229800517,1
above,rand_above,9199023440848277814,9199023440848277814,1
above,rand_above,2208644289784399237,2208644289784399237,1
above,rand_above,3594754794104707120,3594754794104707120,1
above,rand_above,7320735476713801958,7320735476713801958,1
above,rand_above,5943395249972944484,5943395249972944484,1
above,rand_above,4617780032881259377,4617780032881259377,1
above,rand_above,8909135502875052919,8909135502875052919,1
above,rand_above,7496338477803466057,7496338477803466057,1
above,rand_above,8924080025901583651,8924080025901583651,1
above,rand_above,160439160454181857,160439160454181857,1
above,rand_above,3138359975172874521,3138359975172874521,1
above,rand_above,3123911481932486058,3123911481932486058,1
above,rand_above,6659169070084774545,6659169070084774545,1
above,rand_above,3749157011052684457,3749157011052684457,1
above,rand_above,1961393710688207547,1961393710688207547,1
above,rand_above,6039708419556792617,6039708419556792617,1
above,rand_above,4833934288050536376,4833934288050536376,1
above,rand_above,8679805096715338380,8679805096715338380,1
above,rand_above,8035185765578605075,8035185765578605075,1
above,rand_above,4957912608747238284,4957912608747238284,1
above,rand_above,6844000850325656365,6844000850325656365,1
above,rand_above,2157920614291079204,2157920614291079204,1
above,rand_above,673398760851684006,673398760851684006,1
above,rand_above,6792425864646676637,6792425864646676637,1
above,rand_above,4518264982789375486,4518264982789375486,1
above,rand_above,184832395678154951,184832395678154951,1
above,rand_above,8376255487102015880,8376255487102015880,1
above,rand_above,5712483022188792910,5712483022188792910,1
above,rand_above,2247358633014307062,2247358633014307062,1
above,rand_above,5993005717819764746,5993005717819764746,1
above,rand_above,141502847793163215,141502847793163215,1
above,rand_above,5844279192884642505,5844279192884642505,1
above,rand_above,8353044635916569605,8353044635916569605,1
above,rand_above,7578990383802984659,7578990383802984659,1
above,rand_above,906369717842721731,906369717842721731,1
above,rand_above,5646571021856703329,5646571021856703329,1
above,rand_above,7713770893665782972,7713770893665782972,1
above,rand_above,598912047841709955,598912047841709955,1
above,rand_above,7548840840858917431,7548840840858917431,1
above,rand_above,1062128885723334017,1062128885723334017,1
above,rand_above,5496705164805196746,5496705164805196746,1
above,rand_above,5687178139522219843,5687178139522219843,1
above,rand_above,591095231541637360,591095231541637360,1
above,rand_above,1878041850257910458,1878041850257910458,1
above,rand_above,3120448219463299542,3120448219463299542,1
above,rand_above,7718786494801893270,7718786494801893270,1
above,rand_above,6815195393013382131,6815195393013382131,1
above,rand_above,3716882172799056641,3716882172799056641,1
above,rand_above,1123213011054563257,1123213011054563257,1
above,rand_above,6318608890515784967,6318608890515784967,1
above,rand_above,5043905794126549734,5043905794126549734,1
above,rand_above,2975150350772208926,2975150350772208926,1
above,rand_above,8906723978821768688,8906723978821768688,1
above,rand_above,1975723725941159429,1975723725941159429,1
above,rand_above,429468871429484623,429468871429484623,1
above,rand_above,1608779431756984161,1608779431756984161,1
above,rand_above,592126243229635221,592126243229635221,1
above,rand_above,2535227570810072379,2535227570810072379,1
above,rand_above,6996173508684814426,6996173508684814426,1
above,rand_above,1559002705652321759,1559002705652321759,1
above,rand_above,3420984721755107530,3420984721755107530,1
above,rand_above,1530920084056056077,1530920084056056077,1
above,rand_above,2256232019955292642,2256232019955292642,1
above,rand_above,5376878813197701701,5376878813197701701,1
above,rand_above,1239136449193524797,1239136449193524797,1
above,rand_above,7305176798929059374,7305176798929059374,1
above,rand_above,5839973327861253705,5839973327861253705,1
above,rand_above,3478203817605527410,3478203817605527410,1
above,rand_above,1464027940774008137,1464027940774008137,1
above,rand_above,8122133694853962048,8122133694853962048,1
above,rand_above,753541847987119759,753541847987119759,1
above,rand_above,75636826536157255,75636826536157255,1
above,rand_above,8551112958907646014,8551112958907646014,1
above,rand_above,6527544648927409610,6527544648927409610,1
above,rand_above,5485204694749509537,5485204694749509537,1
above,rand_above,2625968817042153186,2625968817042153186,1
above,rand_above,6405448252049427056,6405448252049427056,1
above,rand_above,7316138009478466098,7316138009478466098,1
above,rand_above,4399447305120820093,4399447305120820093,1
above,rand_above,1179383221997954399,1179383221997954399,1
above,rand_above,1328759794462812827,1328759794462812827,1
above,rand_above,2508077508508491288,2508077508508491288,1
above,rand_above,4163390425377867087,4163390425377867087,1
above,rand_above,2215733592090927764,2215733592090927764,1
above,rand_above,1618936966469297176,1618936966469297176,1
above,rand_above,6388569873224316851,6388569873224316851,1
above,rand_above,5508645446792350516,5508645446792350516,1
above,rand_above,6623998134338224830,6623998134338224830,1
above,rand_above,5654170373969191622,5654170373969191622,1
above,rand_above,820859384963185639,820859384963185639,1
above,rand_above,7631972869811970502,7631972869811970502,1
above,rand_above,2787084683523349642,2787084683523349642,1
above,rand_above,3871625127180168807,3871625127180168807,1
above,rand_above,5152977731694854302,5152977731694854302,1
above,rand_above,1778998746622908042,1778998746622908042,1
above,rand_above,9108818563721133572,9108818563721133572,1
above,rand_above,9018318420541382509,9018318420541382509,1
above,rand_above,5717545311925091492,5717545311925091492,1
above,rand_above,7966296713585856599,7966296713585856599,1
above,rand_above,9110465836767333577,9110465836767333577,1
above,rand_above,4690244417153091182,4690244417153091182,1
above,rand_above,4290644137480452877,4290644137480452877,1
above,rand_above,5787119971086921281,5787119971086921281,1
above,rand_above,1928471208140581425,1928471208140581425,1
above,rand_above,498482534150300823,498482534150300823,1
